event_id,customer_id,event_type,event_time,session_id,page_url
34,1579,search,2024-03-28 22:52:43,7d213daa-41ab-4c69-b841-d2366b48e3a9,tag/tag/tag
35,297,page_view,2024-02-11 03:31:33,60a8bac4-a6b9-45c1-962e-824023c54502,blog/search/blog
36,64,logout,2024-01-10 09:41:17,721fb3c7-a78b-4b2a-996a-973310fb12a5,wp-content/explore/main
37,1691,purchase,2024-01-20 19:34:05,a4fb82db-6a03-46ce-b65c-1509bfdaa6ab,tags
38,401,logout,2024-03-27 01:17:04,2e335743-65bc-419d-ac71-cad738a037e5,categories/tags/category
39,212,page_view,2024-01-04 07:40:46,5fe1626c-c6f1-4bf0-ad51-28d0858a2d89,wp-content/wp-content
40,1809,page_view,2024-01-05 16:54:51,4a004581-baa8-456b-ba26-a4d63a62bbb1,list
41,648,click_ad,2024-02-19 02:36:59,24492462-7cd9-40f8-92e1-46691e46f2bc,app/posts/main
42,1306,click_ad,2024-02-17 11:22:34,4f538804-11de-4a7f-8819-7a9b076c5616,posts/explore
43,614,purchase,2024-01-30 10:55:40,cc09c788-1593-4e77-9b16-5bf038237aa7,category
44,787,purchase,2024-02-10 19:47:14,81f7352f-91b3-4227-a7a7-b2456367dee8,search/explore/wp-content
45,1482,purchase,2024-02-29 15:54:49,c8871af0-a1ec-4a8e-82b5-382fee716524,category
46,385,purchase,2024-01-31 15:58:08,eec35866-08cc-4776-ab4c-93f00893f47f,wp-content/tag
47,1983,click_ad,2024-01-21 09:02:50,754c3e99-341f-44dc-946a-6f130d0435e9,categories/tag
48,579,add_to_cart,2024-01-26 14:07:13,5c07e4c3-1a13-45db-a879-1ba2d00ae6bd,app
49,1866,search,2024-03-01 09:30:00,8a4a0f80-b5c6-4b0f-9347-2b5044f98ba1,category
50,524,page_view,2024-02-04 13:52:46,75c22946-08ab-48ef-9fba-7482982a3efd,search
51,1085,logout,2024-02-01 17:53:09,3607f5bb-fec6-4378-81f7-358eaf5d81d1,tags
52,470,logout,2024-01-18 04:02:33,bf45893d-62e8-47bc-a8fe-7da12e4cf933,list/search/category
53,1989,page_view,2024-02-24 03:32:32,1b576d58-01e2-4d5d-ba9b-cb05e298c701,tag/wp-content
54,1592,search,2024-03-26 17:24:29,8d5d092c-77c4-4c35-a2fc-10b60bc84f3a,posts
55,672,purchase,2024-01-04 10:38:03,680109f3-e56f-48ce-8f1e-f6bcadede935,category
56,144,purchase,2024-01-22 22:03:41,473baade-709b-463c-b9c8-ac1cf1486347,blog/main/tags
57,884,add_to_cart,2024-03-01 10:11:57,1a87bb49-4fd0-48a8-9266-4e4f6ebc782b,wp-content
58,546,click_ad,2024-03-13 13:47:23,585c5dfc-cdc0-4dd7-b2f6-4668084bd6b5,list/list
59,1821,search,2024-01-01 20:32:36,9162f0b3-17f4-435a-af40-8091f2cc8de3,tag/wp-content
60,88,search,2024-01-25 01:06:12,1872295a-e065-49ed-af6f-af8660630f87,tags
61,1869,page_view,2024-01-04 23:53:50,6e3f656a-7ff5-4913-aebd-73987e7564c1,tags
62,1318,purchase,2024-03-30 12:16:27,cb7dba34-e302-41e6-8c6c-929c4a9e0e86,main/categories
63,1598,search,2024-01-28 20:36:21,de725428-6053-479c-a19d-996edac7d72d,tags
64,642,add_to_cart,2024-03-20 16:53:48,c1739285-bda4-4dba-8b3b-b40ca991f4d7,app
65,439,click_ad,2024-03-10 08:48:44,256c3808-0c15-4f64-946d-0ed1d6ac518e,list/posts/wp-content
66,1645,search,2024-02-03 11:11:41,c2ef03e4-7383-4aa2-96f4-6523cfe1c4e5,app
67,1856,click_ad,2024-03-31 22:04:31,2a14d3ac-26d1-4e1f-8762-97829dced96a,app/tags/blog
68,1096,search,2024-01-22 17:58:17,9ed24649-da9f-4c57-b5fd-5cdc2b91ca2f,tags/categories/main
69,1199,click_ad,2024-02-18 18:13:25,5d809108-8f2d-4c9d-88ac-0a39205ecbba,categories/explore/app
70,339,page_view,2024-03-08 21:00:52,47485792-8e9e-4e75-9ae5-3554b4ac1adb,wp-content
71,12,search,2024-02-04 21:02:57,5eefc25e-2b21-4a31-b982-ef630cec1aec,wp-content/tag/search
72,1368,add_to_cart,2024-03-22 23:09:50,3dc61933-5bf7-451a-901d-6dc777594d33,main/app/category
73,509,add_to_cart,2024-02-27 11:17:50,b9203821-4063-4dc0-ac2f-39dc5257d8dd,categories/explore/tags
74,1256,purchase,2024-02-07 02:07:33,b9cd9895-1a3f-4259-a0d1-55e0052272ff,categories
75,400,search,2024-01-27 05:47:23,5c98f69b-c15c-47eb-aaa5-89bae7262ae4,explore
76,1848,purchase,2024-03-03 02:51:38,008a5ac8-bef0-4c9b-98f8-7451a5a6b7bd,search
77,200,click_ad,2024-02-15 09:33:48,e915548d-0bcf-4e87-ae87-9f42c090db71,main/search/explore
78,195,logout,2024-01-27 18:16:24,3e1bbf22-e499-460b-ae29-0343793266c3,categories
79,1164,purchase,2024-01-17 11:55:40,721a206e-9579-4e80-9be7-dae49c9c90aa,wp-content/posts/categories
80,1566,purchase,2024-02-29 05:47:47,3f164f5c-f8f4-4b27-9287-51a2d470b1b2,tag/main
81,1961,add_to_cart,2024-01-30 03:39:21,a351d7f4-be77-4d1e-805b-f9d1e9639ec4,category
82,565,add_to_cart,2024-02-06 18:36:08,76739602-ce3d-4fb0-9f78-6b6a1d44498d,app/posts/wp-content
83,1671,add_to_cart,2024-02-02 11:20:28,0dae3e5e-7ce4-485a-a0ba-30413811e091,category/list
84,1230,click_ad,2024-01-04 22:48:34,c6f968d1-c405-425b-96dc-ec1ae1d5ef7b,category
85,1855,purchase,2024-01-28 12:55:59,7c949289-3c01-4f97-8360-503e2d14954f,tag
86,95,click_ad,2024-01-31 03:11:00,86245d5c-888d-43a9-9ae6-8cf1ba740c91,wp-content
87,1204,search,2024-02-15 07:08:44,d36be926-f7e1-4946-83e7-85fffec505c7,search
88,1107,add_to_cart,2024-02-12 19:25:16,02b343a5-6253-4578-a7b2-663435cdfcfa,explore/tag/blog
89,535,click_ad,2024-01-21 02:38:25,40fd7050-d660-4b99-8480-9e0d91ae3e89,main/tag
90,1722,purchase,2024-03-02 11:45:20,63a1d39d-8b84-4824-97de-04596a021d6b,app/app/app
91,1966,logout,2024-03-21 13:07:24,6071d569-fdcb-49dd-8378-e6e19627d6ce,explore/explore/wp-content
92,1442,purchase,2024-03-14 03:31:57,432a604b-24ff-44ad-9850-cff37b3ddc66,app/tags
93,1807,purchase,2024-01-30 15:16:12,235435c5-6fed-489e-9620-ddfc398e076e,tags/explore/posts
94,1112,search,2024-02-25 15:45:12,52db5399-993b-43a2-84a8-a1e250339d2d,wp-content
95,897,add_to_cart,2024-03-08 23:29:41,43897b4a-91f9-4e42-8a2d-be93e03b64c1,tags
96,717,click_ad,2024-03-06 17:20:48,ace9b411-50b7-47b4-a5fa-1b28dcb0d582,posts/main
97,1205,add_to_cart,2024-02-12 15:23:11,bede11f6-4c90-4f91-900e-d1fccdf4e30d,tag
98,1146,page_view,2024-02-13 23:12:20,94bca996-79d5-4a8f-8e42-4589d42ba69e,app
99,689,page_view,2024-02-07 15:12:16,bc5fb197-0637-47db-bf34-22b1cc8669f4,list
100,1418,search,2024-02-14 04:09:30,252e5421-72cd-4d9b-af0a-2906b4724a17,posts/category
101,665,click_ad,2024-01-28 15:03:10,65c310aa-f985-461b-aa8c-e93a209e202b,list/tag/list
102,523,purchase,2024-01-22 07:20:44,dc4a37a9-c554-4c2e-a981-cbd5748e3dcc,list/search/posts
103,861,search,2024-03-10 13:52:28,55222d4a-9e68-45a9-ba2a-0559bd01ff87,explore/category
104,750,logout,2024-02-28 14:40:30,01009b3d-075a-48f2-b171-52ed318dad3d,posts
105,248,page_view,2024-02-18 08:21:17,04e2ec71-1f3d-45e6-aa22-7ec5f4ba0407,app/list
106,1121,logout,2024-01-01 06:07:34,41506e72-fdec-41ec-b7bf-f5fb87897a5f,wp-content
107,1927,search,2024-01-15 06:19:20,9552865f-759c-42a1-bbef-2be0912e2ba5,categories
108,1201,search,2024-01-19 11:41:01,d6054712-7a5c-4943-8f71-2b9b1fa618fd,wp-content
109,1675,add_to_cart,2024-02-18 05:03:13,9fd5492b-5dc4-449f-9511-7b052c257c5d,posts/app/main
110,1878,logout,2024-02-16 07:50:00,0252f588-bdfd-4921-9f47-3f2084133036,main/categories
111,1215,purchase,2024-02-08 23:28:52,2223a448-b58d-4bab-af9c-00d14d19100b,search/wp-content/blog
112,668,click_ad,2024-02-02 08:22:26,db841c4a-7a03-4a71-b21a-31a3ced5ef89,posts/tag/posts
113,1040,purchase,2024-02-18 15:00:48,551aff0f-7612-410e-ac18-721939b201d8,blog/categories/main
114,1526,add_to_cart,2024-02-17 22:55:53,9ad58037-86a5-4d3e-8140-d62fe2a566ee,categories/list
115,1053,click_ad,2024-01-22 03:31:30,6554c3e7-89e1-4ddb-bb9b-0b7b2c784f09,tag/explore
116,122,purchase,2024-03-01 08:55:28,d9514fe0-664a-4928-bb9b-1cccecef6b6f,explore/wp-content/wp-content
117,1710,click_ad,2024-01-23 20:43:00,59f2b359-a173-41a5-ab07-e0c4487e39ae,wp-content/wp-content/search
118,1245,purchase,2024-02-08 02:36:55,4903fb1a-43ed-4337-9a37-53dd77332fcc,blog
119,774,logout,2024-01-22 05:50:53,6767ccd0-a14d-4d26-bb46-171d107116ea,app
120,52,page_view,2024-01-31 16:18:56,af2c4053-4000-4440-9c43-b850e2c1cbd6,explore/tags/app
121,173,purchase,2024-03-09 15:41:32,3ab5813d-0bd5-464d-beeb-793aa94d4a42,tag/tags
122,1705,click_ad,2024-01-07 07:40:24,09987b84-8d9d-4239-8f73-4efd4b1a2cb6,search/category
123,745,search,2024-03-06 08:14:39,99a2d22f-9bbc-48c9-a793-553acef986b5,explore/wp-content/main
124,1842,search,2024-02-29 01:14:18,8df09b47-497f-4a3d-8328-098b5ac9b31c,search/app/list
125,452,click_ad,2024-03-08 00:35:34,7fe9a387-f914-4e1d-8b0b-919a78176649,main/app
126,1788,logout,2024-02-02 12:39:00,c3b0189a-3eaa-4a9a-abce-b1dc35d5882b,posts
127,1036,search,2024-01-21 08:09:16,c092de70-5908-4a94-afe5-d2c134c0a704,tags/search/category
128,1515,purchase,2024-02-17 10:58:21,951b5994-da87-4fec-85a9-27ee6a78fefb,posts/categories
129,263,logout,2024-03-30 20:48:04,1538b4be-8fe8-41bf-b592-67ea9bc57e42,tags/blog/explore
130,101,search,2024-02-01 09:04:35,9968c529-8502-4401-88ce-f1978751faa3,tag/app
131,1949,purchase,2024-01-05 09:00:50,d1a0d60d-a808-458f-81eb-e727f744eaf1,category/app/app
132,762,click_ad,2024-01-17 17:39:47,098e494e-7ead-4b33-822b-e7c8c699b450,app
133,283,purchase,2024-01-21 22:07:50,87ccbc70-6731-44ab-9457-41ca02ab51b0,blog
134,689,search,2024-02-07 18:06:16,51860781-9af9-4275-8642-faa8d75f7150,main
135,1941,click_ad,2024-02-09 06:27:38,4abe8f13-b0a2-443f-a34a-487e2829a5e8,category/posts
136,213,search,2024-01-25 10:15:47,bec3323e-e27e-40dc-9957-8d088e7b2755,explore/app/wp-content
137,326,purchase,2024-01-26 21:00:28,120f00b4-034b-4813-a10e-0b580b67e30d,posts
138,1147,page_view,2024-02-13 18:31:05,2af58c4b-cbdb-4b80-95b2-7a1ae71bfb5e,explore
139,1899,logout,2024-01-08 14:49:53,0c366cac-59e2-41c2-a5f0-3ff450204405,posts
140,1242,add_to_cart,2024-01-01 22:58:25,e8b2e1bc-6315-4e5c-b30a-954d423a0e17,app/posts
141,163,logout,2024-01-11 15:13:19,3c4fe6fa-8bec-4251-b11f-c623025c70c2,app
142,1286,purchase,2024-03-07 06:07:29,b0fd81a7-7c2b-46f3-8522-ff3f54d58cca,categories/search
143,85,page_view,2024-01-01 00:02:44,714f7d72-a1de-46c7-bfe1-5cef04cc51dd,tags/blog/list
144,1248,add_to_cart,2024-02-01 23:19:26,c5599888-0ee0-4226-8078-bb7868188578,categories
145,1233,logout,2024-01-31 14:14:17,b0f2284c-878a-47b7-b219-999477a90de8,tag/tag/posts
146,1114,search,2024-01-13 23:52:15,72f9f4cd-8247-47a1-b680-119da00d4a25,blog
147,225,purchase,2024-02-10 14:28:14,6b7d33fb-13e7-43cd-9c3c-5f3c038e950c,main/tags/app
148,668,click_ad,2024-03-21 01:38:33,b93eedb8-7aed-4687-ae8d-91c75a4539c7,tag/categories
149,776,click_ad,2024-03-17 08:36:13,ce661068-3d12-4c0b-b90e-69969a1f3bca,tag/category
150,1545,click_ad,2024-02-06 16:22:42,520683fe-4b8d-44c6-aa95-ec369a00a496,tags/explore
151,1775,search,2024-01-08 01:21:26,e809a8c9-c71b-4151-85df-494f6e34635c,app/main/wp-content
152,1967,purchase,2024-01-20 02:33:36,edfc55a3-566d-4db9-b587-deaabeccabbf,posts
153,1635,purchase,2024-03-19 00:00:48,6adeb6ff-7135-4d84-b1b0-275594130430,explore/search
154,1388,click_ad,2024-03-29 19:27:26,c82886e7-0374-4d62-a6ee-61d83ec585f5,category
155,1435,search,2024-01-13 07:06:34,0a29763a-92af-4bab-8101-26ac171d54c2,app/app
156,768,page_view,2024-01-15 10:25:41,d852966d-91ae-486e-8a8b-97a4627de953,blog
157,585,logout,2024-02-05 03:52:27,038dd777-e138-45c1-a2c8-199cafa6afff,wp-content
158,185,click_ad,2024-02-02 02:47:17,79b387f2-4cba-474e-88b4-2765eccf4c89,app
159,1743,logout,2024-02-23 05:12:23,53de5c52-5efb-4c76-b28f-cdb891d6e43f,tag
160,1445,search,2024-03-27 03:23:26,468bef94-ebf1-42fc-bc7f-9b8e635747a6,posts/category/list
161,1147,purchase,2024-03-11 13:07:17,aefd156c-677f-4400-a65b-f69350dc287b,wp-content/app/category
162,1842,logout,2024-03-09 07:56:16,eaf44a29-df2e-480c-adf8-ecee1a7d6298,tags/tag
163,1256,purchase,2024-01-19 02:38:02,840ec390-7fd4-4af0-aa90-ff0e47d7c421,app/category
164,818,add_to_cart,2024-03-29 03:14:28,dac9cbf1-9fe1-4e1b-9598-65b955a92934,category
165,1855,page_view,2024-02-21 07:19:35,68abe381-a23a-43f4-977c-fd4b8a34f065,explore/list
166,1677,search,2024-02-21 03:32:17,7358f866-49a1-49f1-aa50-e33d6b5e3b1b,app
167,572,purchase,2024-03-09 18:32:55,a8e190cb-7f9a-4d0e-82f6-2a3edf11cd66,search/main
168,449,click_ad,2024-02-14 21:11:38,ada81034-9143-4c36-beb0-a5c3e9f3022d,category
169,1638,add_to_cart,2024-01-02 14:10:09,9930de88-155b-4c0c-a67d-50b88f5e7b64,list/search/category
170,455,purchase,2024-02-12 08:44:28,ae2c3ddc-25fe-42d7-8428-418c0b31acbf,tag
171,191,page_view,2024-01-04 11:55:43,4dac7224-3743-4fab-8767-73fd7de2ea4e,main/search/blog
172,23,page_view,2024-01-30 12:43:00,1bc4f7a6-4aca-4a4e-bb69-a59aa006dadc,tag/wp-content
173,678,logout,2024-03-11 10:19:48,209fe53b-f485-4ba8-b1cd-ddfba5784658,categories/tags/app
174,96,page_view,2024-02-17 03:01:16,c282c2ee-d0af-473f-97b2-9cdf2d0d4df4,blog/categories/category
175,1806,logout,2024-01-06 18:51:11,9439100c-8c6a-4ab8-b636-3793918737f4,list/categories/category
176,499,page_view,2024-02-29 15:14:03,12a4dcfc-50ea-40fe-bd4b-051034229f64,categories/tags/search
177,624,page_view,2024-02-15 23:37:48,5b601980-a921-4029-81ce-a986b2ea6d72,category/wp-content/tags
178,122,add_to_cart,2024-01-03 08:03:04,4ca7e94c-b623-4113-86b2-1f3a087873a1,search
179,449,add_to_cart,2024-03-14 01:19:13,a53da420-6cbc-4cc5-9530-b48ae383ce9c,search/wp-content
180,1077,click_ad,2024-03-19 19:53:28,8cd6d346-9987-4914-9f2a-8e13f52d9a90,blog/category/blog
181,1001,add_to_cart,2024-01-15 23:39:41,8ba3c185-bc9d-46fe-b2ac-ecc99bb699e4,explore/posts
182,1130,search,2024-02-14 18:09:13,2281ff8c-11e8-4af5-b807-7da6ac946252,tags/main/tags
183,698,purchase,2024-03-13 01:24:05,1f0c81b8-e92b-4d58-b6dc-30b889a5fe5c,wp-content
184,1117,purchase,2024-02-24 20:57:18,b705021d-b477-4b4d-81f6-b628283bcdcc,wp-content/list/search
185,1179,logout,2024-03-03 09:20:12,49f26067-6bdd-4066-a9e6-ae3e4264fff3,category/search/wp-content
186,1097,page_view,2024-03-19 22:40:15,0ee1648c-1e7b-49a2-aa37-4c4a74e1c820,search/tag/app
187,1550,page_view,2024-01-25 20:19:56,1b269f5e-fb1e-40af-a108-21290cd4489f,explore
188,1803,page_view,2024-03-13 16:13:46,cde92f1b-b4e5-406b-83dd-4e08a9f6a70e,categories/wp-content
189,991,logout,2024-03-06 08:48:10,335ddd64-31bb-4f25-aad9-13f6b6f66cb0,wp-content/posts
190,73,search,2024-01-17 07:20:19,f278289e-e585-4df4-b8bf-80fce2feada7,category
191,1766,search,2024-01-08 10:35:05,7f77d319-48a9-440c-9558-9d449a5ce77f,app/search/tags
192,461,purchase,2024-01-04 16:06:36,7432ac80-1d05-44d2-9fb7-201424dc2e83,tag/tags
193,567,logout,2024-01-20 07:22:03,f30fc24f-07d4-46dd-82b3-222597194d90,search/tag/blog
194,110,logout,2024-01-31 14:55:29,292dfb52-27d9-42ce-9564-eaa74a80cc8e,list/category/main
195,1329,logout,2024-02-05 16:30:48,a20b8b1e-69c4-43cd-af9f-9f876efb3c2c,explore/list/posts
196,778,page_view,2024-03-02 04:32:47,34ef1935-c2d1-48ec-b5ed-3efae73a6996,app/categories
197,432,click_ad,2024-01-22 07:03:58,f9b1a410-f080-4e38-af63-8d4b1ab01347,tag/category
198,1787,logout,2024-01-11 15:25:51,035bde43-4800-4224-aa03-6a6b5e8ffd08,explore/explore
199,1866,purchase,2024-01-20 18:37:00,d7c590cf-1345-4452-b92d-9932b48a1c81,app
200,599,click_ad,2024-01-07 08:24:19,7431057e-383e-4ce2-9d00-9b4318472454,main
201,620,add_to_cart,2024-03-20 13:09:06,4cf97fd8-b07f-49ae-8d06-510c135bd3ae,wp-content/category
202,798,add_to_cart,2024-02-09 04:59:41,a11e08d0-c8a3-4ce4-830c-9d899718127d,list/main
203,419,search,2024-02-12 12:05:15,9450af54-ce9a-4685-8ad1-1b629a370e8b,search/wp-content/categories
204,465,page_view,2024-02-06 00:40:53,628d318d-6f2c-414e-83f3-50e8cd2a18ec,main/category
205,1196,logout,2024-02-28 13:43:34,125626fb-a61f-44c0-93a8-11ad4c2c3e39,explore
206,333,click_ad,2024-02-11 21:31:00,4ff85c29-aa61-45de-9ca3-41cee1adcc76,app/app/tags
207,143,page_view,2024-03-21 20:44:42,7b1f133e-83a9-4ae6-a4e2-beee86a89ac2,category/category
208,2,page_view,2024-01-07 07:07:59,44d28cb0-14c7-4f22-8626-0a70846fd97b,posts
209,671,click_ad,2024-01-13 07:59:42,e27983bc-30bf-42dc-a9d9-69a831e70b28,category/wp-content/categories
210,1010,add_to_cart,2024-02-02 07:27:53,8674be56-1c5c-42f4-8d1e-caa858598efb,category
211,252,click_ad,2024-02-08 14:03:57,df855be4-cb93-478f-b2aa-38fa9b40bf08,tag
212,401,purchase,2024-01-25 20:17:19,8a33c323-9b5a-43ea-9ef3-cf6aa071a5b8,search/app/posts
213,1331,search,2024-03-24 11:14:59,1e773098-26ea-4575-8be0-53a64ddb7870,search/tag
214,1610,page_view,2024-01-19 22:10:00,7591f62d-dd98-47b0-8bf5-b8ee2fd2e86d,main/wp-content/tag
215,1765,logout,2024-02-15 21:16:16,6aff278c-59f8-4f3c-a9d9-29850c3d764b,search/categories/search
216,89,add_to_cart,2024-03-08 11:00:26,fb997385-54a6-4b43-83d4-89da2459b3c8,search/posts/main
217,418,click_ad,2024-01-22 04:37:25,bc326acb-e07d-44ff-a2e7-fcf7f862841f,category/search
218,1438,logout,2024-01-02 19:14:34,89f87157-fcf1-4f15-8469-29a6c0895e91,explore
219,1254,search,2024-03-19 12:36:45,8efb134f-bce8-498d-a575-d926ea557d6b,posts
220,573,page_view,2024-01-15 04:53:23,4220d4bb-1b3a-4391-972c-52459fe14561,posts
221,1533,click_ad,2024-01-23 23:18:17,77a6ddc5-c095-4002-9bbb-fce03a5761ab,search/tags/blog
222,1410,purchase,2024-02-02 11:52:18,3d16754d-949d-4028-b879-9eb7b0a71d49,list/main/posts
223,1923,logout,2024-01-22 01:16:35,00caf3df-3101-45ea-ac10-16aa4f0e1808,app/category
224,1296,purchase,2024-01-01 04:47:44,9e07cd8a-5506-400d-b2ba-64dbab06679e,tags
225,1381,add_to_cart,2024-01-10 14:53:14,0c400f68-f05a-4349-ba13-e151ca9d8327,tags/categories
226,1579,page_view,2024-03-01 17:14:12,a05da778-096f-4f98-b413-ad54a3ec7e4a,blog/posts
227,1924,purchase,2024-01-01 11:58:36,9bc9848d-9657-46bc-9ebe-e47e18278999,list
228,1503,add_to_cart,2024-03-15 09:40:43,0d2ce5d5-638e-44b8-9efb-bd02bd787323,main/wp-content/category
229,553,add_to_cart,2024-02-08 08:13:56,1048461f-531a-4d7a-81e8-056f0195cd00,wp-content/posts/categories
230,1159,click_ad,2024-01-04 20:14:33,530f54ef-7791-47cc-9e54-b8001de19f14,posts/categories
231,663,purchase,2024-02-24 14:46:36,95dfc405-1a06-457f-ada8-abbddd55968a,wp-content/search
232,1389,page_view,2024-02-07 11:31:29,be353fae-54ab-468d-803f-d3fc348ae2ed,tag/app/explore
233,1787,search,2024-01-31 14:54:57,6f47c803-2ba0-4b39-b531-59f0a4c028a2,category/tag/category
234,848,click_ad,2024-02-13 05:37:50,dc64a2ef-2391-4ebb-b2ec-07ab97caf07d,categories/tags/list
235,1807,page_view,2024-01-08 18:46:08,49b0032b-57f4-4855-afa1-bbebf41c7a15,tag/categories/categories
236,48,purchase,2024-01-23 21:55:04,6079c72e-0a91-4536-a15c-ce0a995e77a6,category
237,863,click_ad,2024-03-02 19:03:51,aff40d07-edcb-406d-bd36-2b7f7debb22b,categories
238,861,page_view,2024-02-07 21:03:37,c5c9da74-d7fb-4db3-9b7e-26cd761ad196,category/blog/app
239,212,add_to_cart,2024-03-25 18:12:40,606a1a34-610d-49fa-b9d7-276e782a9362,tags
240,681,logout,2024-01-18 14:23:22,d46d5a63-3b88-4269-abfb-2cdd6acd505d,search
241,441,add_to_cart,2024-01-17 11:15:48,ffbb0a91-414e-4f92-a6c9-ddc912ed9f17,blog
242,242,search,2024-01-08 17:12:32,b7cdf125-6c48-4651-8ae4-5bc04f82041d,tags
243,1738,add_to_cart,2024-02-07 02:03:45,56f84342-5378-47ea-a384-58eac659c58a,explore/tags
244,1981,purchase,2024-01-15 13:28:29,74ec1d8a-c09e-4feb-ab1e-32da859863f5,category/main/category
245,1917,page_view,2024-03-01 20:57:37,326aa601-ab82-4fa5-9837-e4c2056baf8d,search/blog
246,1507,logout,2024-01-16 11:40:18,cf072dd6-d86e-4b2f-bb70-418c71127076,search/app/wp-content
247,604,add_to_cart,2024-03-31 13:29:47,c442ecc4-57b8-44ab-a51f-dff562af6e15,search/main/main
248,975,click_ad,2024-03-12 18:00:47,cb7ca75e-ae09-494f-9789-215ae5e845b7,posts/posts
249,229,page_view,2024-01-12 01:55:21,13a584ec-25a0-46cb-ad72-6f5dd84b2f06,wp-content/list/app
250,1911,logout,2024-03-02 09:29:15,7aa23673-674e-4a62-8c3a-ac4e4900a6df,list/app/main
251,256,add_to_cart,2024-02-01 16:04:32,5f5df71d-9cfe-4bdb-97bb-99f54f7991ea,posts/categories
252,120,search,2024-03-21 01:57:23,afcf39cb-d5eb-4aa5-9c84-9618027323b9,app/search
253,1226,search,2024-03-13 21:39:23,af39fef7-c6c2-47a8-b344-ad15fea9c702,posts
254,751,page_view,2024-03-27 18:14:32,5c8ea342-90ed-4b16-9349-70812439017c,list
255,740,search,2024-03-11 14:11:13,e8fd7989-3028-4dad-92a3-bbd9819d8f7b,blog
256,274,logout,2024-01-16 07:30:08,2a2daa3f-2ea2-48dd-aec1-901f86d08389,posts/tag
257,519,logout,2024-02-01 07:27:57,9f97f663-f212-4851-b71b-a87b71f23a80,explore/explore
