event_id,customer_id,event_type,event_time,session_id,page_url
79,75,page_view,2024-03-01 13:14:15,a2524e9e-ad85-4872-92de-b7712418be63,category
80,1756,click_ad,2024-01-08 09:48:38,b45c7e5f-1cb6-4b34-b318-125365b4557c,tags/main
81,1490,page_view,2024-01-16 02:46:30,9b3664c8-7dc2-4a22-b479-8af15c5c36e4,explore
82,1795,page_view,2024-03-25 13:35:47,918c18ab-c45d-4a42-af6f-b6840ef39a0f,tags
83,1245,click_ad,2024-01-03 20:02:38,81d30287-d4a1-455e-8c9a-54a3447466bb,tags
84,1867,search,2024-03-28 05:56:13,827004f5-d7b5-4f9b-8c5b-abf4e626e545,blog/main
85,946,purchase,2024-02-28 13:45:44,9c3602a3-be34-446c-b430-426ec6f19141,tags/main
86,154,add_to_cart,2024-02-24 06:58:05,e03fbe31-7b9f-4d41-86c6-52ea411b931a,main/app/posts
87,1160,logout,2024-02-04 21:59:56,f914168b-2528-4534-ad07-94907dccc2a5,main/category
88,1398,logout,2024-03-10 03:33:11,8040bbf8-b7a1-4eb5-a307-d32b9c63cb3b,categories/blog
89,1313,search,2024-02-04 04:07:50,e90767a4-4c80-4e34-8624-9f0177d54994,tags
90,1493,purchase,2024-03-09 18:49:32,88e8b7d1-2224-4f45-a3ee-0938891ede94,category/search
91,186,purchase,2024-03-08 10:27:21,31d41706-e012-4410-8a8d-5e138e3b3663,list
92,1078,logout,2024-02-04 22:44:09,4b658732-c777-43d4-b765-542fefdfbcdd,app/app
93,566,click_ad,2024-03-12 09:50:09,cabadd66-10a8-4577-8c22-b835edc02fe6,explore/tag
94,258,add_to_cart,2024-03-28 22:46:07,56e8eeb3-fcc6-48db-a706-f754bb58a9b0,posts/tags
95,912,search,2024-03-20 03:01:46,22896db5-eeb2-4cd2-bc85-c7e451f18c6b,blog/blog/tags
96,428,purchase,2024-02-16 17:25:01,3e7cb544-3f28-45b7-8fa4-01c42851ab02,search/app/list
97,1081,add_to_cart,2024-03-10 12:46:22,1b6daf29-6963-4c90-9e82-1fbce1ac315e,category/main/tags
98,376,search,2024-03-30 16:27:53,ca65c036-2ea7-497b-84c6-1a1d5eece483,wp-content
99,415,add_to_cart,2024-01-12 18:14:02,f1829832-6a59-457d-92ea-4cd4b32da34a,tags/tag/tag
100,1558,logout,2024-03-18 23:00:45,be35ad08-5605-40ef-8513-ae7f1306b961,tag/explore
101,697,click_ad,2024-01-25 04:23:36,0069540b-b945-44aa-9456-2a6090473fce,blog
102,1589,logout,2024-03-22 11:39:40,f5eddc81-af9f-444f-9286-3df03675f369,app/explore
103,192,logout,2024-02-12 18:59:28,4db6992e-2b5b-4400-a393-7dbc9daaa27f,blog
104,1045,search,2024-01-18 04:46:08,80f80f3c-6928-4ea5-8330-66b1a64b5c16,blog
105,1621,search,2024-02-02 21:57:24,0e9f5166-c0a7-422f-a5cb-6f7ab368511a,list/categories/blog
106,1919,purchase,2024-03-23 19:15:29,b3771122-4cb4-412b-8b86-9bc5f5371260,wp-content
107,285,add_to_cart,2024-03-24 19:57:29,42b7f055-3924-4ae9-a95a-d50cfef550af,categories
108,1549,click_ad,2024-03-22 19:12:02,4c84182d-c687-4d82-943c-7d0b6aa541d9,wp-content/posts
109,669,add_to_cart,2024-02-05 19:59:49,9c423985-c2c6-4753-a6b0-ee58a5b6b1c3,search/list/tags
110,1902,search,2024-03-07 09:24:42,de6ce6b2-e1e9-4bdf-b4bc-9e58e1d76993,search
111,1908,purchase,2024-01-24 05:59:58,7934ad32-2f8c-4ecf-aaf4-0e0994fc17d3,tags
112,990,purchase,2024-03-23 18:46:36,c95086f0-fc57-437d-8b01-de513b370b47,wp-content/posts
113,563,page_view,2024-03-17 16:24:40,8a2e03cd-b190-48d6-9da3-7c712ad490ce,posts
114,465,click_ad,2024-02-27 02:41:12,3b5586f4-0f4f-4e26-b707-59416e34bf95,search/main/tag
115,1593,search,2024-02-05 09:24:12,fae7f29d-95d1-47c2-b9f5-6a9a88f58315,app/category
116,946,purchase,2024-03-25 19:01:41,b774defd-90fe-40f4-b1b3-3b557da282e1,wp-content/categories/categories
117,1853,logout,2024-03-25 12:29:18,16d16cba-270f-485a-9061-ba0f9178d2c0,explore
118,1585,add_to_cart,2024-01-29 20:32:13,ad868c78-6371-4661-b48d-d50c9533d5a0,tags
119,328,page_view,2024-03-30 00:20:39,c1be2f55-e9a5-432c-accd-2eab12ea71d8,tag/wp-content
120,2,click_ad,2024-03-31 13:00:45,7e9dab57-bf49-4a9e-befc-9469c2190de5,categories/wp-content/tags
121,417,page_view,2024-03-21 14:53:20,3f69e800-fac2-4e37-a03b-2adeac1d27be,tags
122,1778,search,2024-03-06 20:22:27,89fe9e41-d43c-43a9-a9ef-dc3f50e14de7,posts
123,1445,logout,2024-01-22 09:41:59,cf5f6df9-b3be-4332-a866-0214b9dc9af0,tag/posts
124,664,purchase,2024-02-16 23:05:16,7bec9beb-5fe0-4534-ad04-71ea97e09d26,search/tag/list
125,74,click_ad,2024-03-30 22:34:54,98cf458c-fb06-428b-94ae-044c9155b20a,blog/categories/posts
126,963,page_view,2024-01-27 19:27:23,0145387f-cdfd-4f21-bb35-81beb3774804,wp-content
127,1635,search,2024-02-29 02:52:44,3321e433-92c3-4216-8010-532836dc79fb,posts/wp-content
128,1686,click_ad,2024-02-09 07:03:26,fcb84da3-d985-46d9-be4a-2a8b32530cbf,explore
129,931,logout,2024-01-16 02:32:03,6b103f42-397d-4392-8821-3b08bfcf6c19,tags
130,275,purchase,2024-01-18 13:04:43,c887478b-a135-4fe4-b445-77e34e1851a8,blog/categories
131,1151,page_view,2024-01-24 07:24:53,347015a6-94fb-4fb8-bf04-65eab1ce1339,posts/wp-content/category
132,735,page_view,2024-02-03 03:42:47,fda1beed-41dc-469f-95d6-febb2dcdccb7,categories
133,1037,logout,2024-02-24 20:57:28,8774563a-3fe6-4dda-ac94-1eab2d624827,list/categories
134,562,search,2024-01-21 22:35:40,89457072-c205-4938-a72b-0c1cd4283918,categories
135,736,logout,2024-03-09 05:13:58,3d514420-25f3-4d80-a328-23f3fc10b420,wp-content
136,1095,page_view,2024-02-01 20:24:33,d838b95c-fefa-49e4-a885-708e7f20789b,tags
137,1251,page_view,2024-01-20 08:56:09,096e7869-ca6d-417b-9d8d-cc9b90f7192f,blog/tag
138,1534,search,2024-02-15 19:42:22,55c295f5-e858-4a4e-b120-7e8c4a9c06dc,explore/blog
139,302,purchase,2024-02-25 08:21:47,3d8664f8-984a-454e-97c0-d3aaf651ae87,tag/explore
140,116,add_to_cart,2024-03-16 23:02:01,6386710a-c094-40dc-9556-8c26aab1060f,wp-content/tags/tag
141,1361,logout,2024-03-09 16:11:56,727bbfcf-4dc9-443e-86d0-3e37d16ba7ae,category
142,1254,page_view,2024-01-19 04:45:06,f6608881-c5fb-478f-a2a4-4925afa28ba4,blog
143,1115,search,2024-03-11 16:01:53,fcee3976-ebf5-4db2-87ee-5ba6ab1f9aa7,explore/blog
144,166,add_to_cart,2024-03-07 12:35:06,d99aeebe-e197-4ce1-8147-9e390b77c1c8,tags/wp-content
145,542,page_view,2024-02-07 03:04:18,61040021-5808-4ba3-aab2-4f48c2fbc18c,app
146,98,logout,2024-02-03 00:19:31,e68b2a8c-65e3-48c9-9b82-cd7a76120e63,main
147,1619,click_ad,2024-02-05 11:58:19,cea2f010-7390-40c8-aaeb-c611e59a510a,list/app/categories
148,1483,click_ad,2024-03-16 17:07:41,177ab1ca-3565-4601-ba4d-757c37fe0aa1,categories/blog/explore
149,427,search,2024-03-16 12:35:59,8d9f5de0-6014-41ad-af57-d64b1beef612,categories/posts/explore
150,1570,add_to_cart,2024-02-03 18:45:55,4f7b86b0-de25-4b7c-91bf-b139bcd43ccd,categories/search
151,754,purchase,2024-02-21 00:04:27,64586e5a-97df-432f-b6c0-fa1b5454ab4a,blog
152,872,purchase,2024-03-13 00:43:05,9d7ba4c5-f8d9-453c-9a46-1e5c7e22dd7b,list
153,1325,search,2024-03-10 02:15:42,c1746090-80a7-4779-be20-2aa638454fd2,explore/blog
154,462,purchase,2024-02-06 18:32:47,d5af8b03-f8fb-470f-885f-61c674f23c89,blog/tags/app
155,344,purchase,2024-02-28 04:32:18,9a0d82c2-e322-41a9-a25d-1df0a909f739,list/explore/blog
156,1815,search,2024-02-12 05:42:19,11abd4d6-de41-4e41-bb59-4bc32d24abb3,app/app
157,519,add_to_cart,2024-03-15 13:49:43,15378022-ccb5-4574-a1d4-0d0711876080,list/search/tag
158,96,add_to_cart,2024-01-28 19:02:16,4e37510c-ba3f-4de5-9ce6-b817302e120f,blog/blog
159,1203,search,2024-03-10 06:37:22,64ce2a2f-46ae-4de5-906d-1d97f8df908c,app/list/tags
160,1533,add_to_cart,2024-02-18 03:42:39,e5a40de2-e471-41ef-aa26-56d1f3664c5a,blog/main/app
161,1470,purchase,2024-01-29 20:59:26,7b255565-aa5f-49e1-baa8-a046dd093e53,app/app/list
162,1150,search,2024-01-20 19:30:34,22322c29-0d93-4be5-8b4e-2871f6ef8df6,wp-content
163,1958,purchase,2024-01-22 00:45:27,18690bec-63cd-4034-bbc6-f1b21e859ca0,wp-content/tags/app
164,590,logout,2024-01-05 22:07:49,c67f3d57-abd0-4c22-801f-87f43f00f594,list/blog
165,236,click_ad,2024-01-07 18:47:23,a28b962e-a69c-4395-930c-3aa3981bd856,posts/main/categories
166,1698,add_to_cart,2024-02-02 16:05:38,6724d8f1-9b5c-4d34-b61a-17303850c287,wp-content/tags
167,1502,add_to_cart,2024-02-10 23:37:14,52d18df1-908b-4d3c-b8c0-3f78c9079b5d,search/wp-content/main
168,1800,search,2024-01-01 19:46:27,a93d5311-4000-40c5-b653-9351f77be468,explore/categories/categories
169,1635,page_view,2024-02-06 21:13:57,bdac3402-67c0-41e9-8794-bb096a93c7ee,tags/app/tags
170,158,add_to_cart,2024-01-25 01:54:38,de7c4851-2b84-46b7-a98d-4ea683cc3f1e,tags
171,1018,purchase,2024-02-13 13:08:53,6b25a391-0149-41ec-b9df-f9520c08c739,main/posts
172,969,purchase,2024-03-04 01:07:29,be5c5f39-05d6-4661-b5c7-b87906973f90,tags/tags/wp-content
173,1293,page_view,2024-02-23 16:44:40,cec3c3c8-9972-489b-9576-a53ff67541af,main/list
174,1338,purchase,2024-03-14 10:29:31,adb8223f-8285-4894-bf5d-3f9929dd085f,categories
175,351,logout,2024-03-28 17:43:31,b24faa76-c827-4727-9fef-699e0d3d8178,list/categories/list
176,1225,logout,2024-01-02 15:43:59,a1ad2b7a-b9af-4915-bab0-63e18411dffe,tags/explore
177,270,purchase,2024-01-20 09:02:59,be7750af-42d2-4493-a892-ee6b14e11d17,blog
178,475,click_ad,2024-01-01 18:59:00,771e58a4-b6c8-4c50-852d-86bfdb94a64d,explore
179,1846,add_to_cart,2024-01-28 04:34:39,5fc576de-6937-45c9-95cd-955b0239f5cc,search/categories
180,1252,add_to_cart,2024-03-27 12:06:35,8f03341f-3dcb-4ce3-bbc6-c30ec467ca97,categories/main/app
181,1250,logout,2024-02-28 19:00:27,8d4862a1-ca16-4e66-8007-13c035a4b738,category
182,1965,add_to_cart,2024-01-05 20:25:13,d5d1609f-cf73-4832-b3e1-cb3636d5ff36,categories/app
183,263,purchase,2024-01-21 09:57:08,4804ec33-2670-4fe5-ad82-672302f1d862,wp-content/tags
184,25,purchase,2024-03-27 08:53:38,4d841b0a-9f1f-43a7-b016-53f8f2ba478a,search/blog
185,818,page_view,2024-03-29 09:52:43,adeaa1c7-e40a-441b-9de3-ba6f34b039d5,explore/blog
186,1207,logout,2024-01-27 09:36:26,98431883-ab07-4060-82df-457a3eb51f69,main/blog/main
187,980,search,2024-02-08 20:27:43,50d290f6-7b02-4a7b-81dc-726d0815b866,tags/list/categories
188,1970,page_view,2024-03-10 09:33:23,ac540fd2-8c73-4afd-a1a3-1690c732578d,main
189,1984,search,2024-01-12 06:17:26,095ea2e4-b3a9-4bb1-ba04-1d52fce62e8a,search
190,1585,search,2024-03-22 01:05:17,ba868e28-b7fa-4bad-9e8f-bc38cc147cf7,main/wp-content
191,433,add_to_cart,2024-02-23 07:58:48,f1a65ca3-6da2-4b4a-b02b-32e4e7e91c19,blog/app/explore
192,1978,add_to_cart,2024-03-03 07:21:15,58dc07b0-b220-48ff-b606-6b9fb9e2a9c9,blog/wp-content/blog
193,943,add_to_cart,2024-03-17 16:00:07,2dc4d7a2-ca3d-4a49-bc24-6469760cd40a,wp-content/explore/explore
194,559,add_to_cart,2024-02-26 23:55:27,f97ed66e-44c6-4d18-a7c5-40d8f23d15b1,categories
195,1645,logout,2024-02-22 06:58:43,07d11281-de92-4cc6-bf60-ba8464729352,posts/search
196,1610,page_view,2024-03-29 14:36:43,0d8d4236-a7b1-4ed2-bd80-807b65aaaa67,list
197,270,logout,2024-01-02 22:18:09,6aa90a5d-565d-4e09-8aa2-04359884180f,list/wp-content
198,1007,purchase,2024-02-10 06:47:24,40f8549c-5928-4b60-9eca-b93112e7969f,categories/search
199,861,add_to_cart,2024-02-26 21:28:49,3649d3da-0025-4d28-9dd3-97abd8237546,categories/tags/main
200,1420,add_to_cart,2024-02-21 16:54:10,e0a2c307-4972-4ecc-8c2d-636a8f770d2e,explore
201,580,add_to_cart,2024-01-12 19:43:28,fd4bdc07-b2dd-498d-abdf-18292f13b773,app/posts
202,1203,purchase,2024-01-04 01:47:52,eb217069-9487-4d42-b5fe-47aeefb67bfd,tag/tag/search
203,1028,click_ad,2024-02-05 05:23:51,fd9b5e07-6270-4960-af3c-3a2dc63f4b22,main
204,1768,page_view,2024-01-04 22:23:49,7c034662-3481-47d9-b3da-92b7aac86caa,search/search
205,75,click_ad,2024-01-22 06:44:39,12578e16-f697-4cf0-ad3c-56b89613ef4f,tag/tags/categories
206,992,search,2024-01-06 10:03:42,aebf156d-ffc6-47c5-8de6-1b9b4bf16781,tags/app
207,1760,purchase,2024-03-12 18:57:53,84b9d76d-de7c-488b-844c-fa5c02161299,search/tags
208,210,search,2024-01-14 04:23:12,f86eeb22-23e8-4c3a-8807-980de5f87039,tag/tag/search
209,538,page_view,2024-01-22 04:15:27,0f0dae88-e868-4fa5-946f-bf1933835bab,main/category/list
210,339,search,2024-01-01 22:22:18,c758d517-336b-497a-b487-721d2f7bcf1b,blog
211,291,page_view,2024-01-15 19:53:49,2ebc529a-5d71-47a4-97fc-22d1033c9857,main
212,1216,page_view,2024-03-07 18:07:03,91c6cc4d-8fce-4043-9f41-51aa6b5afab4,explore/blog
213,1286,search,2024-01-06 06:43:29,788a6c76-471e-433c-ba0f-dae960b19a60,tag/search
214,1035,page_view,2024-02-08 05:19:27,49fa65ba-55c9-45f7-8f8c-d4118a25e9ca,category/posts/wp-content
215,1023,page_view,2024-01-12 15:57:25,b892939c-24ac-4d23-93ca-4a155047b9e1,wp-content/wp-content/search
216,1555,click_ad,2024-02-10 00:34:07,e4a833b8-c888-4727-b337-ac2ed2b6ff39,category
217,1420,click_ad,2024-03-03 00:35:10,e89fc29e-1a03-4dfb-9864-8dc8e7e177f0,app/posts
218,1797,click_ad,2024-03-12 06:36:59,972c2b9f-9299-401e-9f31-2613b607c038,app/wp-content/wp-content
219,326,search,2024-01-22 10:25:37,180bfbff-1fda-4073-b4e5-a528d38a13c3,search/main
220,1827,click_ad,2024-02-03 07:35:00,1be8f870-1a90-41c0-b8fe-c33478d37a4d,posts/categories/posts
221,404,logout,2024-02-25 21:45:48,09b5ea9c-c559-43af-a874-4165d6d059fc,posts/search
222,403,add_to_cart,2024-02-15 18:17:47,a1856469-db44-4b2d-b260-910900dbb0a8,tag/tags
223,470,logout,2024-03-16 21:58:44,f1a5c30b-5aa4-45d2-b0f3-e3184c07c615,category/list/tags
224,740,add_to_cart,2024-01-31 06:00:11,666031c6-dd0c-450b-a3ae-5bac5fbe87b5,blog
225,363,click_ad,2024-02-02 22:55:42,d486279b-54b4-4a7a-8ff1-7829135f7f59,posts/wp-content/tag
226,1834,add_to_cart,2024-03-19 02:51:03,1f614f4b-f598-4b11-8ad2-5ba534b90989,blog/search/main
227,1397,click_ad,2024-03-05 05:35:42,494921e1-b623-47fb-99bc-0eda5cfeee45,blog/search
228,364,add_to_cart,2024-03-03 18:56:28,fd3d3c68-b921-4fd4-8e58-3f74de5e45ff,app/blog
229,1426,click_ad,2024-03-03 17:17:54,68823555-62b8-439a-ab5e-8e47039c0d5d,app/category/categories
230,1085,add_to_cart,2024-01-07 03:34:18,3bb33927-a544-48e9-87a0-f405e369f85e,tags/explore
231,1371,purchase,2024-01-25 03:44:03,f35e238e-8cca-4df9-858d-f0a5204bc68a,tags
232,1940,search,2024-01-13 06:30:30,4018ded9-6b4a-4fa0-bc6b-f665941f642a,main/list/tag
233,1707,search,2024-01-29 21:56:28,7c335255-b536-4494-aa46-89b105218021,wp-content/wp-content
234,1937,add_to_cart,2024-01-23 09:19:30,05ab153a-beb0-4de4-ab53-886ba986a8d7,tags
235,1354,page_view,2024-03-28 05:50:18,27e893ea-c140-4c36-8520-15b6bd78be7a,explore/tag
236,1103,purchase,2024-01-31 15:39:52,e035a4e5-eb04-425f-ae43-ab083ca54c69,blog
237,1036,page_view,2024-03-21 10:08:53,1b14217e-20d3-46e4-8b0d-3bf0938a3ad0,tag/explore/list
238,1587,add_to_cart,2024-01-18 20:50:24,93560b2c-888f-448a-a702-b428e59de237,posts/app/main
239,1584,purchase,2024-03-25 05:48:04,9d1b5118-8d80-4cf2-951d-9e14edbf7e69,wp-content/category
240,310,page_view,2024-02-01 19:06:17,e4b4054b-fcab-4076-9bc1-c962ae7fe1bc,search/tags
241,1837,purchase,2024-03-03 06:23:41,89e04a38-6310-4a87-a990-89d2dc2d320f,posts/main
242,479,search,2024-02-01 21:47:50,623c6ea7-eb56-4dd3-92a0-7039332b5fe9,tag
243,388,page_view,2024-01-07 15:13:16,16281a65-ca92-4672-af38-f2e4f792cbb2,blog
244,1884,add_to_cart,2024-01-10 09:00:44,279b8fc8-46ed-4890-9451-dd9b722ef023,category/blog/tag
245,418,add_to_cart,2024-02-10 09:21:00,4008df43-80f4-499a-acfc-bdc4958489b6,explore/app/categories
246,1038,search,2024-01-06 14:06:41,638f5e6d-1533-4a24-9313-72c392641039,app
247,865,search,2024-01-11 08:16:56,6e5dab68-baa2-41e3-bebf-711e03e49090,explore/wp-content/category
248,1903,page_view,2024-01-21 05:11:26,3eccfb87-dc56-4e86-b7e2-5bea07e2397b,wp-content/blog
249,1193,page_view,2024-03-25 00:57:19,747fb0c4-e7e5-4617-9638-fda8ef78f9e3,tags/search/app
250,56,page_view,2024-02-09 21:44:01,a9f0d810-553c-44c1-8cc4-c281f903568d,blog/category/wp-content
251,663,search,2024-01-18 16:05:22,81613c97-3c74-4348-a335-4d046d0ec703,list
252,326,logout,2024-01-15 08:42:24,32ff545a-929d-4d13-add6-9c6a3804563e,search/main
253,1059,logout,2024-01-26 18:40:45,ad00cc10-7464-4409-83f3-38a38d2e8065,categories
254,245,search,2024-01-25 12:53:15,6a5bda13-8398-4a30-a72d-7690eefaa915,tag/tags
255,1712,add_to_cart,2024-03-03 00:34:09,40fa140a-ba1e-491f-9b73-326e6ea9b43d,tag
256,1653,click_ad,2024-01-31 08:13:20,178dd6f8-8069-4551-9f3f-0fef3a94e6c4,posts/search/wp-content
257,371,page_view,2024-01-10 04:20:48,96b14df5-d202-4d1c-91bc-c29622823460,posts/category/blog
