event_id,customer_id,event_type,event_time,session_id,page_url
20,1462,search,2024-03-20 17:36:45,833c84b9-87b2-417f-b91b-8129e135b5a0,blog
21,1142,add_to_cart,2024-02-11 13:54:10,fc52c4d4-f4dd-4608-9df5-7c485f568067,main
22,1564,add_to_cart,2024-01-29 16:06:08,af8acd6b-2fc5-4bcf-967d-29010b964a57,posts/list/categories
23,1170,add_to_cart,2024-02-05 05:16:03,ab108176-bde2-4c40-8809-affda01736dc,tag/category/category
24,240,logout,2024-01-06 00:00:03,b6c4a45f-ce7f-4eb1-87b1-96316422efde,tag
25,634,logout,2024-01-13 03:16:28,f5ea1905-1706-4515-9c9d-1c9b64b03f54,list
26,769,add_to_cart,2024-03-05 10:44:34,6790740f-33c3-42a6-b07c-80d73173baee,wp-content/explore
27,104,add_to_cart,2024-02-08 11:20:12,9597810b-52e2-408d-bafe-e7bb1504bd63,blog/main/search
28,334,add_to_cart,2024-02-13 06:45:48,a582c188-6a68-4801-8fcd-9422f1bebb94,blog/app
29,1348,logout,2024-03-14 15:53:06,f474600a-3b04-495a-9536-c7ecfb95df23,wp-content/tags
30,155,add_to_cart,2024-01-23 06:35:21,ce5210ef-1f73-4709-aba8-35ae9fc818ff,search/main/categories
31,1312,logout,2024-03-16 00:58:06,25298b7f-3f5a-428d-9680-2d876f14bc18,tags
32,1022,purchase,2024-02-08 13:24:28,ad9eb9b6-eb5b-4e76-8ad0-afce8a14b6a1,wp-content/explore
33,1011,search,2024-03-03 19:01:38,0d502808-5a01-4d2a-8e6c-3524e59bf08b,search
34,198,page_view,2024-02-16 07:42:29,8b514c3b-85ee-4881-b3d0-21a3a7d5196c,categories
35,602,purchase,2024-02-22 15:12:45,c9c19faf-a722-4ef5-bfde-ab3604d73dea,posts/category/blog
36,1401,click_ad,2024-01-16 12:16:55,9e490d8c-49cb-4732-800e-c944ed592980,wp-content/search/wp-content
37,1580,search,2024-03-20 17:53:51,e4a77c28-c01d-4eb9-bd31-650d051bd48c,main/search
38,69,search,2024-01-21 09:27:31,55563823-ffcd-4a65-bc17-2be1bcdfdeb9,app
39,1799,logout,2024-03-30 20:39:15,a444aca8-a321-4353-8bc5-dee26e716bf0,list/blog
40,1198,add_to_cart,2024-03-14 06:29:01,9535e1dd-d3e4-4385-a2d5-a99a4f8d6b49,wp-content/search/category
41,301,search,2024-03-08 21:03:30,507b8e52-4474-4d25-9ccf-566b039427c0,explore
42,154,logout,2024-01-24 07:23:57,a55b4275-1b67-4e1c-ba6d-466f842a784e,wp-content
43,144,click_ad,2024-03-26 14:07:38,93329ab5-32a1-4e6f-8e51-371df7584afc,list
44,1021,click_ad,2024-02-10 08:07:25,80839ea7-d5c9-44a0-9af3-9b4fe14aa571,app
45,172,purchase,2024-03-04 16:53:00,05f375da-7e7b-4717-8eae-178e84bb22f6,categories
46,1336,purchase,2024-01-16 10:29:16,6b0f8118-c053-47c6-a6e3-04f150b27024,posts/app/list
47,1269,click_ad,2024-02-04 05:32:38,60f0f329-e10d-42a0-bc4c-1185aab91d55,explore
48,1018,click_ad,2024-01-07 02:53:25,e1648ae4-4edd-4aec-b00d-8634cdc261ed,category/app
49,345,logout,2024-03-09 00:08:08,282446df-2615-440d-8862-034263880c5c,list/app
50,1244,click_ad,2024-02-12 19:59:29,0aecf20a-d55b-4813-b91f-a29db4643b55,search
51,30,search,2024-02-13 02:45:45,0187366e-b60b-4a8a-8752-2d15ec89dbdb,blog
52,79,purchase,2024-01-13 23:35:19,f8aa2f4e-cfe3-456b-a5a1-a26b1ed2bd61,category/posts/tags
53,1845,add_to_cart,2024-03-22 02:57:13,d4e75452-fb20-4454-8ade-3b9415c1b02c,categories/wp-content
54,1172,page_view,2024-02-04 05:22:14,ecb31c4c-2e15-441c-8761-c47e00ab6139,tag/tag
55,631,purchase,2024-02-26 14:46:59,8139530d-b18f-40a6-8c65-2975dd0db13b,list
56,1849,add_to_cart,2024-02-01 02:26:14,85cd9a2e-39c8-45a9-8143-2d47fb74e952,blog/categories
57,799,purchase,2024-03-13 14:56:35,5a143626-a3b7-4ef7-a397-f1a54bb608e1,blog/blog
58,1265,purchase,2024-03-01 19:15:33,43263d2e-2c40-438b-b111-a582c7f99be1,main/main
59,210,page_view,2024-03-30 22:42:14,73e84da2-0487-4619-9189-baa3238843de,search/search
60,629,search,2024-01-14 21:58:49,6f426a14-eba9-4f73-bf3e-347b3d1df6f1,tags
61,951,purchase,2024-01-31 06:40:16,b694802b-e543-4b8c-8a05-dd4fba928997,posts
62,705,logout,2024-01-21 06:03:42,12cae484-6c4a-4c68-87a1-32474e2a8447,tag/categories
63,610,page_view,2024-02-18 02:16:34,b21d1605-119e-489c-9086-c039afabdc5a,tags/tags
64,1581,search,2024-03-06 14:54:48,1b347661-2cbb-40bb-9b0f-bd84f352e6da,posts
65,343,page_view,2024-01-09 07:09:37,8f439e72-8541-41b3-880d-5a9b5483a0a2,categories
66,566,purchase,2024-03-12 00:56:07,32f30860-9d57-424e-9f2c-36a1945ae3e3,wp-content
67,1467,page_view,2024-01-04 13:51:26,8e65f318-579f-48ba-b6e5-33789f97ba68,category
68,1612,search,2024-01-16 01:27:49,2e777c78-0fed-45f7-a03b-24070ab139db,categories/search
69,991,page_view,2024-01-12 07:14:54,8028a6f9-9f53-4e91-af8c-4676212f6050,list/app/tag
70,1477,search,2024-02-07 20:19:58,8be31021-8938-4413-8d80-323679fd9c90,category
71,836,click_ad,2024-01-04 21:40:14,ac08b748-486d-478b-b7b4-c6cacfd5406c,blog/category/wp-content
72,28,page_view,2024-03-27 04:54:50,e87c2e57-1803-4150-88b7-f354bf503b97,list/main
73,1315,logout,2024-02-12 14:29:00,712de3b1-48d0-478b-9d3d-1d4a2b293d9e,blog/category
74,1929,purchase,2024-01-29 14:01:58,f08dee94-de94-42d8-85ef-8ef5fc715524,posts
75,168,add_to_cart,2024-02-18 17:39:29,1a7fb78a-2d37-48de-9131-5036e271dea0,main
76,1959,logout,2024-01-22 11:42:00,063d4491-a4f8-48d2-8e03-30c11e509acb,tags/category/tags
77,799,add_to_cart,2024-01-02 10:23:16,1d80e4e3-8780-4d3b-8abb-fedc9d9fda38,posts/category
78,1809,click_ad,2024-01-04 11:31:29,8996d9ca-a1e1-4955-a14c-8e1e220d56e8,search
79,1894,purchase,2024-02-12 01:43:30,b2089ce4-72d2-435c-852a-67814e166323,categories
80,1765,search,2024-02-24 16:05:10,6dd8dfc4-757a-44d7-999a-fd2dc045ae7c,category
81,135,purchase,2024-01-24 18:20:14,99ac70d9-f319-4d09-aeef-46157a2ce998,tag
82,1279,logout,2024-01-01 17:20:27,ee11dd32-e5b2-47e1-af1a-ef7fae75cf42,tags
83,1438,search,2024-02-18 17:50:48,bd05bb49-03f3-4cfd-8827-a1bc66f4aee4,main/posts/search
84,1064,logout,2024-01-09 04:42:42,a0914052-59e2-49f4-866e-9236bd258c11,main/search
85,1168,search,2024-01-02 22:01:05,3de2ef2f-3f84-4d97-8828-cc9444410242,search/tags
86,1627,search,2024-03-05 12:44:56,d05617c1-80bf-4c50-b090-162da45da90c,list/tags/explore
87,720,search,2024-02-24 22:44:26,ab507bba-2eb5-45be-845f-1e92f0148793,list/category
88,9,page_view,2024-03-24 16:20:22,e1483b03-afbd-4505-a339-fc8e7d85cc28,tags/category
89,1424,logout,2024-01-06 23:03:59,dca208ed-c13c-4cdd-ae9e-1ba12d2a49c8,posts/wp-content/tags
90,1919,purchase,2024-02-04 05:01:43,54ce956f-4732-43f5-bbe9-b1d8519edb8a,explore
91,1440,page_view,2024-02-19 15:31:33,7080ae97-8f9b-432c-bc02-2076979c1c73,app/tags/explore
92,1515,purchase,2024-01-27 15:51:19,49eab87d-92d1-4726-945c-1151e80d18c3,app
93,1718,purchase,2024-01-20 07:02:07,780cfd6e-df5d-4611-b389-3270c7755879,explore/explore
94,1990,add_to_cart,2024-03-12 15:23:33,26c85a00-598c-419d-b304-90a9b5a61e0d,blog/categories
95,580,click_ad,2024-03-21 09:50:46,8d85e4a2-aaa9-4fe6-9577-7c6d52eba104,category/wp-content
96,113,click_ad,2024-01-23 06:44:34,6936f54b-033c-4a63-96f1-42be203b25b8,wp-content
97,266,search,2024-02-25 22:28:43,ec4cd171-1c5d-4605-aa1d-b9322a82cf0d,blog/wp-content/app
98,1297,page_view,2024-03-28 14:44:10,71feea0f-f3ee-479b-9e8f-e0fa49957ac6,explore/blog
99,145,page_view,2024-01-28 10:09:53,42fea7ab-9e86-4689-bd4c-dfde84fdb5cd,categories/categories/blog
100,1516,page_view,2024-01-25 10:07:37,e4a86fe2-1c08-4fba-a34c-1e7938a71729,search/explore/tag
101,1008,search,2024-03-13 13:48:54,39e53eb9-9df5-4778-968f-9768c859f98f,explore/categories/tags
102,1222,search,2024-01-30 01:23:51,ba1d7aff-acb6-4464-81da-b179f0b75edb,app/list
103,518,logout,2024-03-14 04:25:11,7dbb54cd-b38e-4cf8-ad5c-03a59e04164d,search/app
104,858,click_ad,2024-02-29 18:20:04,e6e36b24-7a9b-482e-b63d-691658e410c2,explore/app
105,730,page_view,2024-03-29 23:50:05,8668acfe-13d0-4dc4-843f-460fb5d4d2b4,list/tag/posts
106,1214,search,2024-01-10 10:28:04,c47f96b1-bd16-4719-b3b2-585ae4dccd42,app/main/categories
107,559,page_view,2024-02-05 17:40:51,01fc1fcc-1bde-49a5-91f7-647bbba476b1,blog/explore
108,1938,click_ad,2024-03-22 02:08:31,9a49b777-88c1-48c9-bb53-b8517df3ef7d,list/search
109,1709,add_to_cart,2024-02-26 02:51:27,ed2b4b50-6e80-41e8-b1fe-b676dfa44628,tags/app
110,928,purchase,2024-02-07 08:29:10,72f5ac37-299e-4a9c-a4cb-8adc414e76ef,explore
111,805,purchase,2024-01-07 10:16:31,2b7026b6-4069-4bd5-8772-d58b98eb0349,tag/wp-content/wp-content
112,153,logout,2024-01-07 01:45:14,6fb3c601-e0b6-4ea9-87be-169bdc174464,app/search
113,1437,logout,2024-03-01 04:45:00,3ecceb61-37a6-4296-b59e-ba884a2c154f,categories/tags/explore
114,1763,page_view,2024-02-16 18:57:44,4940e663-cf6b-4918-8c1a-50f7aa59f587,search/wp-content
115,101,add_to_cart,2024-02-13 03:53:52,77b3a0d7-ad2e-4da5-915e-ee9fb3e0e7df,list
116,221,logout,2024-01-24 21:58:49,0cdbff74-581e-4833-bc23-870b7f97a9aa,list/list
117,1783,purchase,2024-03-04 21:53:57,0bfe98e4-873a-439a-9061-27a9a93e8ea7,tag
118,1321,search,2024-01-30 03:49:41,534ed54b-8006-4c31-bdb4-ffaef878f728,categories
119,82,page_view,2024-03-27 02:47:38,285ca28d-8910-41b7-80a9-92800d545f5a,categories
120,209,search,2024-03-02 03:53:34,b4624c41-3388-4cfe-b9c6-da41cb54923f,search/wp-content/category
121,137,page_view,2024-01-29 18:27:34,54b959f4-1685-4f64-8a9d-ef29f7fa8513,posts
122,922,add_to_cart,2024-03-09 00:23:35,f37556c2-56ed-4c68-ae90-78d9ead15f9a,main
123,1341,purchase,2024-03-13 08:59:00,4a5451a4-7900-4d0a-8eb4-08debe742fa8,list
124,1880,page_view,2024-03-30 09:43:06,3d0c26ed-8917-410d-a27c-fb18df2df616,list/category
125,629,purchase,2024-03-08 09:39:21,ec899f48-ccf8-43ca-84c1-afd25c2cb81b,explore/explore/blog
126,382,click_ad,2024-03-16 02:52:17,79f9e2db-05a8-4f3f-b22a-49cf008a0382,main/tag
127,1175,click_ad,2024-01-10 01:08:20,ed165bb7-b8fd-47f2-8824-64cc031e7a6c,app/blog/explore
128,186,page_view,2024-03-24 13:29:30,61107472-5d60-4a63-b67d-84cef131d08f,tag
129,462,click_ad,2024-01-14 22:21:06,ecd54994-28f4-4c69-aee3-516635a7089b,wp-content/explore/tags
130,455,click_ad,2024-02-25 17:14:34,bd68a992-fbeb-4a36-a14f-4485e3d6c423,categories
131,1217,page_view,2024-01-01 15:31:10,6223b9a2-8d00-4e92-8dd4-c0d7a810a3b2,main/wp-content/main
132,60,page_view,2024-03-03 12:11:52,666e8972-d432-493e-91f3-feadebfe249a,wp-content
133,1530,add_to_cart,2024-02-12 03:24:11,fbb65dee-632b-4250-b43b-3ca0f1305fe5,tag/app
134,1581,click_ad,2024-03-10 15:21:03,95764b81-f63c-47e7-85f2-057cbb0062a0,blog/blog
135,864,page_view,2024-01-07 09:21:36,ffd7b637-eb2a-4b7a-bfb2-01ed9dd93b2b,wp-content
136,325,click_ad,2024-03-30 07:41:30,3dfb5f1f-072d-4ed9-b6eb-a42de09e3eeb,blog/list
137,596,add_to_cart,2024-02-22 06:02:48,555ef828-2431-4ee8-89d1-74c2491de19c,category/category
138,792,logout,2024-03-14 16:35:32,03863076-6616-4255-9b74-912e45acadb9,list
139,1635,add_to_cart,2024-03-31 11:42:35,3b822de4-7e37-4a0d-8595-3700fc651d77,wp-content
140,1505,search,2024-01-16 15:09:53,147fe3cc-22c4-4d82-95c2-28d31fc30c3c,list/list
141,1411,click_ad,2024-01-31 13:51:40,45d43d0e-db2c-401c-9984-5bd905e03f41,list/tag/blog
142,1972,page_view,2024-01-27 03:39:51,7b3a9d2e-4ca3-4dd2-b3d9-5126185c0ad7,wp-content
143,494,search,2024-03-09 08:33:32,44303fd9-32d0-486d-8583-243d4b4ad21f,posts/wp-content/posts
144,675,search,2024-02-25 20:08:15,1d37a770-8c78-43e7-b4b5-f8f2b3554c67,list
145,1199,purchase,2024-02-11 10:24:34,db6502ce-4bce-45ab-9927-a042d143bd88,search
146,1173,logout,2024-01-07 19:09:11,472f1964-ca86-4614-b00e-36157ed4a5e9,categories/wp-content
147,435,logout,2024-03-02 16:40:36,b3b55a0c-0f96-43a4-9248-5a68b60235a6,blog/blog
148,1368,search,2024-01-01 18:30:53,1298c36c-6479-4f4d-a6e2-394d6a9103ac,posts
149,1552,click_ad,2024-03-06 17:19:28,3fd684fc-6d31-43d8-a97d-6d8fc1da6efa,search/search/category
150,654,click_ad,2024-03-06 23:36:19,4c172b39-9fa0-4446-8cd4-d75f3865cd97,tag/blog
151,779,add_to_cart,2024-03-30 06:42:46,d445f6b7-bd6f-4130-b054-ef5a19484f38,search
152,1743,click_ad,2024-02-03 10:22:42,42d92b5d-4ca9-4fc1-990a-921314de337b,wp-content/search/search
153,1670,page_view,2024-01-31 03:45:54,9652bda3-38b9-4d68-b8c9-4acf91a8c134,app
154,1664,add_to_cart,2024-02-17 23:25:21,9686b490-4400-4527-9560-8ebb4469587b,category/explore
155,247,purchase,2024-01-06 17:26:27,df809fb9-580a-40e3-9a33-91cdab67ef68,explore/tags/app
156,1780,logout,2024-02-05 01:07:34,7d3da1cc-97df-4056-96cb-8f283bc84c2f,tag/main
157,1064,click_ad,2024-02-23 10:31:19,a1c86326-3d0e-4c34-bc84-4f3cb4f2735a,wp-content/app/tags
158,684,logout,2024-02-14 16:05:41,d2efa214-cd9b-48eb-8884-4640bed67a8c,posts/main/tags
159,24,add_to_cart,2024-01-10 05:55:06,c970ee49-d196-4f14-9433-aba4e5c12814,search/category
160,1082,add_to_cart,2024-01-10 03:26:08,6710181e-3bd4-4633-950a-6c909b2dcef8,main/tags/list
161,1628,click_ad,2024-02-13 07:41:04,0faf4bf9-cc6f-464f-a5b4-4ecb0db97147,tag
162,108,add_to_cart,2024-01-10 20:30:25,9dfa171b-9076-46f6-8998-c898dde6c647,categories/tag
163,1276,page_view,2024-01-20 12:48:23,9914442a-99a3-48ef-83f7-9e03e4864cef,list/search
164,1965,search,2024-03-22 18:26:17,9bad863c-cc0e-4e7c-96f0-9f04b45995fb,blog/app
165,200,search,2024-02-12 03:14:59,dbbaa902-222c-4309-8228-6167331fd1b4,main/app/main
166,1402,logout,2024-01-26 23:20:09,06d43c7f-d746-4568-ba3c-027987f82884,posts
167,606,logout,2024-02-02 11:19:44,6830b9db-8e49-4587-9590-dc043e4c33af,tags/posts
168,1239,click_ad,2024-02-25 09:28:41,6584519a-b60c-428a-975b-55aadacb0cc4,app/posts/tags
169,1032,click_ad,2024-01-16 16:24:19,1f9f16e4-a468-460f-8255-78e25181e3c4,categories
170,1644,page_view,2024-03-10 20:16:58,a4f3eb4b-18e5-46f6-9f65-9a2ecd89f8d1,category
171,1191,search,2024-01-25 18:48:11,0fa5afe4-4fba-413c-8e3b-e00f19f40b33,explore
172,1266,add_to_cart,2024-01-27 10:55:43,b87e73d5-6bd6-432a-b022-60bdb9fbd186,list/wp-content/categories
173,531,add_to_cart,2024-03-08 02:57:33,655f58aa-a114-44af-9274-90b764157de8,main/categories/categories
174,1989,logout,2024-02-28 02:20:18,5f98c45a-7750-41da-87d1-e9242426afe3,categories/search/tags
175,510,page_view,2024-01-13 03:33:41,ef0564a1-b457-4af6-b3c5-4d16505c1b36,list/tags/blog
176,1341,page_view,2024-03-09 11:33:08,ed7ef275-7d33-4f99-9939-1c3bb6026baa,posts/list
177,697,logout,2024-03-06 18:55:39,00465d0a-52d7-481d-b038-ad2f327210bd,main/tags
178,1529,page_view,2024-01-20 07:01:08,41c766fd-21e9-4736-a385-b5f073be87d0,posts/category
179,568,add_to_cart,2024-02-08 10:28:47,edd31514-525a-4a4e-be11-3dcc3d2667d4,posts/app
180,951,logout,2024-01-06 11:02:48,b0552c54-a253-4a6c-bc96-077461525722,category/app/app
181,1939,purchase,2024-01-31 03:20:39,47e615eb-7356-43ea-9cc7-bf2303112a84,explore/blog
182,1297,click_ad,2024-02-15 00:23:00,06b44d09-e86f-4406-922e-480dac745158,explore
183,275,purchase,2024-03-30 07:27:30,99fa9c64-b1a6-4a24-b2f4-5833b9f1391b,list/list/blog
184,1387,search,2024-01-28 19:58:30,0769155d-12c4-46a2-93b0-416198df9b11,app/wp-content/search
185,159,add_to_cart,2024-03-04 14:03:56,474b75d6-e3de-486f-b720-ae17fd99cd9b,explore/app/main
186,1085,search,2024-03-04 11:08:19,dad49c87-52b4-4e32-9db8-8729a2003515,blog/list/tags
187,710,page_view,2024-02-12 02:58:24,92c7e4c0-1d30-46a5-97ab-d5f2dd29c344,list
188,778,logout,2024-02-26 21:53:33,3d36ecd0-801d-44f3-994e-1d21fdd79b7d,category/main/main
189,1562,add_to_cart,2024-01-26 15:53:10,a00e5c47-7e6d-4e84-b41c-931466fbd7f3,search/categories
190,711,logout,2024-03-06 15:30:12,ba6a5f7e-cd33-4e04-9c33-8b0aa13aef2c,wp-content/wp-content/tags
191,738,logout,2024-02-03 23:35:34,3a849605-20bd-4247-b6f9-1d4f72bfc346,categories
192,1857,logout,2024-03-06 02:18:12,a0207cd0-d127-4c69-b1b9-32ed4892755c,explore/category
193,467,add_to_cart,2024-03-16 23:42:15,b40e5444-082d-4f5d-8a4c-19fa5b6b0764,main/wp-content
194,480,search,2024-01-11 03:37:58,0ef3c3aa-45f7-468a-b604-5bb9c7d0d9a1,wp-content/tags
195,1950,click_ad,2024-01-06 04:47:25,147396bd-c664-43c0-b9c7-209be8a3e69b,list/categories
196,1089,add_to_cart,2024-01-26 12:42:03,8d560ee1-7927-4965-834f-68f1f5f6887d,wp-content/list/tags
197,526,purchase,2024-02-07 02:41:59,93252cbf-4cdd-4d0b-a928-b308548800e1,app/category
198,596,click_ad,2024-01-10 11:20:27,d2293fab-3fb2-40d2-94a0-df4d9cf63505,category/main
199,1853,logout,2024-03-14 15:54:36,6ad77b3d-59e4-4941-b09b-873b4cbe0f40,search/category/category
200,1823,logout,2024-03-31 04:47:33,85ada679-9b96-4e93-8dd4-2208755efc34,wp-content/main/category
201,1366,click_ad,2024-02-24 22:55:51,3188c401-b807-4936-93fd-36ab924d2ae0,tags/blog/blog
202,1581,search,2024-01-17 10:19:01,77574031-f35e-446c-9488-76d737feb890,explore/explore
203,94,add_to_cart,2024-01-21 21:50:12,e7f87057-1432-4d84-8816-40bd50e8bb1d,wp-content
204,99,search,2024-01-22 11:16:15,346cc6b5-910b-4c02-9e2b-bcf1139590cb,explore/main/categories
205,1192,add_to_cart,2024-01-25 06:34:14,9f0f959f-3dc1-40a4-baec-1786539179ed,explore/categories/posts
206,1768,click_ad,2024-01-09 05:55:55,ec86e615-d7aa-49f9-8eff-753ee7910eb5,tag/search/tag
207,214,page_view,2024-02-17 02:41:18,142958f5-8a16-489c-b32e-8c12712c34cb,explore/tags/tag
208,225,purchase,2024-02-28 04:39:51,c063e536-ddfb-4580-97de-64b31cd5ec55,category/explore/search
209,1677,search,2024-02-10 18:58:34,40804f8b-b0b3-486c-b17c-a08bf827725d,list
210,1187,page_view,2024-03-06 08:24:39,835279ee-ad4f-47ae-a230-31426efba75b,search/posts
211,1794,logout,2024-02-28 23:51:39,2965eda4-d23d-4180-ae0f-dd344b5db14c,app
212,125,add_to_cart,2024-03-06 02:02:31,9544efd8-f4bc-425e-a14d-946453b8ac3c,category/wp-content
213,165,click_ad,2024-02-02 15:04:55,cc149c40-70a4-441e-87dd-e1594aa14008,explore/explore/tag
214,1099,click_ad,2024-03-20 03:18:31,fe8628b2-a99f-4694-a083-f7560a7ca592,app/tag
215,1419,logout,2024-01-24 02:30:42,8518f003-61d4-4680-8cd0-b3675c6b43a5,posts/blog/wp-content
216,497,search,2024-03-17 20:17:52,6e269c0b-bea3-49bb-a46b-80376da1a55c,category/list/app
217,58,logout,2024-03-26 22:12:26,7131943c-8559-40d4-8e7c-497ee68c5477,blog/wp-content
218,1598,search,2024-01-11 06:03:26,817bce6e-e264-4a7c-9766-29d4c7506b62,main
219,1666,search,2024-03-08 02:09:59,109f68a2-7239-4403-afc0-5066f3985434,explore/explore/app
220,630,page_view,2024-03-21 08:09:57,d06b766f-cc94-4521-ab27-6fbdc8904002,list/explore/main
221,958,purchase,2024-02-23 04:55:03,e4188357-79e0-4719-a1b5-952af7258c2e,list/posts
222,1412,logout,2024-02-15 08:26:31,13953734-237e-4207-a4ee-0ec1e8565e4d,categories
223,68,click_ad,2024-03-31 22:20:08,406a11e2-d2d4-4bcb-a133-c0d7fa0230f8,list
224,222,click_ad,2024-02-20 16:05:01,2d469795-0a33-43e3-995f-5d029111332f,categories/categories/explore
225,202,purchase,2024-01-28 19:55:04,5b2a567c-d99c-454e-9d9f-a69afc302f59,app/category
226,1817,purchase,2024-03-06 06:12:08,b3153099-a58a-4a54-a5c4-59a9b612200a,explore/explore/tag
227,808,click_ad,2024-01-09 14:28:51,384e9f04-98a7-474f-a0d6-4aae828ca75f,categories/tags
228,1823,logout,2024-02-01 09:29:23,acba0b06-9b73-4f20-b8ec-937aedd007cd,tag/main/tag
229,533,search,2024-03-27 12:58:59,7016d6d0-56ea-46c4-9ae6-f63b32c38714,category/category
230,115,logout,2024-02-29 22:54:15,03ffeaa0-554d-4352-ba0d-abe228e797ce,wp-content
231,1531,search,2024-01-05 04:14:44,a46c2f8e-ad6f-4708-802a-fe3166665bfe,main/app/list
232,531,click_ad,2024-01-01 08:02:22,7639e16d-bbe1-4669-be96-d51d0d38135f,wp-content/posts
233,182,add_to_cart,2024-02-18 16:00:52,06ca63d0-6b02-4236-a8af-7b77ccd1eed6,search/tag
234,1572,search,2024-02-01 20:49:35,58a8294a-020e-4768-b397-346e6da2bcb1,category/posts
235,218,add_to_cart,2024-03-31 19:27:36,ccfa00c0-8b77-447d-a825-0610bb899faa,tags
236,966,search,2024-02-22 04:41:32,5a13e931-1a48-4bac-9314-96d754788f63,list
237,1527,search,2024-03-24 02:07:18,b9e921a1-c229-404a-8c0d-ad58876cfca7,explore
238,973,purchase,2024-01-19 09:05:18,0160c0a9-240d-4b2f-a490-e836a71e6edd,explore/posts
239,941,search,2024-02-12 22:07:40,aa731056-4b56-47b6-805d-0a8c6b525be9,category/wp-content/tag
240,1539,page_view,2024-02-04 11:02:13,68ba9896-92dc-495f-bb44-2f91ae0b8da6,app
241,1108,purchase,2024-02-28 04:10:15,6d5228b8-b82c-4979-8f9e-900b26f5b644,wp-content
242,62,logout,2024-02-24 17:04:33,db37c452-6ec7-44c9-94b0-abe12ca9ea13,list/wp-content/wp-content
243,348,click_ad,2024-03-07 01:57:36,99ecb15f-7f39-4bb8-809b-b465cc9a8de3,categories/main/tag
244,1038,search,2024-02-07 14:00:53,94fb2760-acc1-437e-a64d-fc4c9223d2f3,search
245,1099,search,2024-02-17 14:25:53,9ee6f0b0-5041-427c-b251-23dbbd7a05b2,tags
246,1588,purchase,2024-01-23 20:18:50,7e7dca2a-bf14-46e7-b20c-c2ef87d60984,main/search
247,472,logout,2024-02-12 08:27:33,ad0b6211-96f4-4190-8e93-9d39d20a2a22,category/tags
248,1088,page_view,2024-02-08 00:12:59,63469456-a571-4b63-b675-6090a8129560,main
249,1777,page_view,2024-03-04 17:51:41,f693f432-d207-49c5-a18c-7883c5303390,posts/app
250,749,purchase,2024-01-22 08:42:01,a44b4ee5-24a4-494e-b022-49b0f7ef973d,explore/app/tag
251,93,logout,2024-01-03 19:53:15,73b220ea-60c1-49ff-872c-ef3945a663c2,blog/list/tags
252,409,click_ad,2024-01-17 20:06:49,1441f8b2-73b6-409f-8aab-485fc8daf1dd,explore/category/search
253,950,click_ad,2024-01-25 23:46:57,b192994d-ab37-4b2d-9f99-15617f8917d7,main/category
254,862,purchase,2024-02-29 15:03:34,d697ebbe-7e5e-41e0-a99d-03697355634f,main
255,1132,add_to_cart,2024-02-24 02:13:14,e2e28118-bce9-4f0e-b153-8de66c285fc1,app/wp-content/main
256,1952,add_to_cart,2024-01-01 19:24:48,b9f81bbd-0d1a-4a4c-9eef-f39e75b973de,tags/list/main
257,186,purchase,2024-03-11 02:03:52,cae539b6-eb81-4543-944e-d8b53de016b7,categories
258,530,logout,2024-01-12 05:16:41,465f13a9-6db9-4a82-a80e-2502b7e4cb6d,categories/list
